agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:00;0702:00;0703:00;0704:00;0705:00;0706:00;0707:00;0708:00;0709:00;0710:00;0711:00;0712:00;,421.00;422.00;423.00;424.00;425.00;426.00;427.00;428.00;429.00;430.00;431.00;432.00;,1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
2,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:00;0702:00;0703:00;0704:00;0705:00;0706:00;0707:00;0708:00;0709:00;0710:00;0711:00;0712:00;,421.00;422.02;423.02;424.02;425.02;426.02;427.02;428.02;429.02;430.02;431.02;432.02;,1.02;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
3,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:00;0702:01;0703:01;0704:01;0705:01;0706:01;0707:01;0708:01;0709:01;0710:01;0711:01;0712:01;,421.02;422.03;423.03;424.03;425.03;426.03;427.03;428.03;429.03;430.03;431.03;432.03;,1.02;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
4,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:01;0702:02;0703:02;0704:02;0705:02;0706:02;0707:02;0708:02;0709:02;0710:02;0711:02;0712:02;,421.03;422.05;423.05;424.05;425.05;426.05;427.05;428.05;429.05;430.05;431.05;432.05;,1.02;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
5,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:01;0702:04;0703:04;0704:04;0705:04;0706:04;0707:04;0708:04;0709:04;0710:04;0711:04;0712:04;,421.03;422.07;423.07;424.07;425.07;426.07;427.07;428.07;429.07;430.07;431.07;432.07;,1.03;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
6,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:02;0702:05;0703:05;0704:05;0705:05;0706:05;0707:05;0708:05;0709:05;0710:05;0711:05;0712:05;,421.05;422.08;423.08;424.08;425.08;426.08;427.08;428.08;429.08;430.08;431.08;432.08;,1.03;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
7,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:04;0702:05;0703:05;0704:06;0705:06;0706:06;0707:06;0708:06;0709:06;0710:06;0711:06;0712:06;,421.07;422.08;423.08;424.10;425.10;426.10;427.10;428.10;429.10;430.10;431.10;432.10;,1.02;1.00;1.02;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
8,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:05;0702:06;0703:06;0704:07;0705:07;0706:07;0707:07;0708:07;0709:07;0710:07;0711:07;0712:07;,421.08;422.10;423.10;424.12;425.12;426.12;427.12;428.12;429.12;430.12;431.12;432.12;,1.02;1.00;1.02;1.00;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
9,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:05;0702:06;0703:07;0704:07;0705:07;0706:07;0707:07;0708:07;0709:07;0710:07;0711:07;0712:07;,421.08;422.10;423.12;424.12;425.13;426.13;427.13;428.13;429.13;430.13;431.13;432.13;,1.02;1.02;1.00;1.02;1.00;1.00;1.00;1.00;1.00;1.00;1.00;
10,1,2,0,1,2,p,AM,1,0.0,13.0118,11.0000,1;3;4;5;6;7;8;9;10;11;12;2;,1;2;3;4;5;6;7;10;8;9;28;,0701:06;0702:07;0703:07;0704:07;0705:07;0706:07;0707:07;0708:08;0709:08;0710:08;0711:08;0712:08;,421.10;422.12;423.13;424.13;425.13;426.13;427.13;428.15;429.15;430.15;431.15;432.15;,1.02;1.02;1.00;1.00;1.00;1.00;1.02;1.00;1.00;1.00;1.00;
