agent_id,o_zone_id,d_zone_id,path_id,o_node_id,d_node_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1,2,0,5577,11123,p,AM,30.37,0.0,2.6357,1.4541,5577;5436;5018;5017;11123;,175;163;76;71;,0730:00;0730:23;0731:09;0732:11;0732:38;,450.00;450.40;451.16;452.20;452.64;,0.40;0.77;1.03;0.44;
2,1,3,0,5577,11159,p,AM,61.24,0.0,9.0244,2.9494,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11159;,175;163;76;73;279;202;284;106;291;101;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0739:01;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;459.02;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;0.40;
3,1,4,0,5577,11180,p,AM,2.94,0.0,12.3966,4.0067,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;11180;,175;163;76;73;279;202;284;106;291;103;299;133;137;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0739:28;0741:04;0741:46;0742:23;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;459.47;461.07;461.77;462.40;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;0.84;1.60;0.70;0.63;
4,1,5,0,5577,11282,p,AM,21.04,0.0,13.7242,4.7171,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;11282;,175;163;76;73;279;202;284;106;291;103;299;133;135;129;126;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0739:28;0741:04;0741:46;0742:32;0743:15;0743:43;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;459.47;461.07;461.77;462.55;463.27;463.72;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;0.84;1.60;0.70;0.78;0.72;0.46;
5,1,6,0,5577,5238,p,AM,28.05,0.0,14.2814,5.0912,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;5238;,175;163;76;73;279;202;284;106;291;103;299;133;135;129;124;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0739:28;0741:04;0741:46;0742:32;0743:15;0744:16;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;459.47;461.07;461.77;462.55;463.27;464.28;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;0.84;1.60;0.70;0.78;0.72;1.01;
6,1,7,0,5577,11281,p,AM,19.72,0.0,15.1836,5.3937,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;11261;5214;11281;,175;163;76;73;279;202;284;106;291;103;299;133;135;129;125;328;142;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0739:28;0741:04;0741:46;0742:32;0743:15;0743:43;0744:15;0745:11;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;459.47;461.07;461.77;462.55;463.27;463.73;464.26;465.18;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;0.84;1.60;0.70;0.78;0.72;0.46;0.53;0.92;
7,1,8,0,5577,10847,p,AM,3.13,0.0,95.6531,5.7204,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;5589;5114;5592;1;2;3;4;5;5117;1358;3000;3001;8172;6185;5175;11507;5216;10847;,175;163;76;73;279;202;284;106;291;100;186;108;367;368;369;370;371;372;343;341;347;349;238;345;353;335;148;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0740:31;0742:31;0747:32;0749:50;0752:07;0754:25;0756:42;0759:00;0801:18;0814:15;0827:13;0840:10;0846:59;0903:02;0903:47;0904:26;0905:23;0905:39;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;460.53;462.52;467.54;469.83;472.13;474.42;476.72;479.01;481.30;494.26;507.22;520.18;527.00;543.03;543.80;544.45;545.40;545.65;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;1.90;1.99;5.02;2.29;2.29;2.29;2.29;2.29;2.29;12.96;12.96;12.96;6.81;16.04;0.77;0.65;0.95;0.25;
8,1,9,0,5577,5356,p,AM,134.56,0.0,95.9326,5.7856,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;5589;5114;5592;1;2;3;4;5;5117;1358;3000;3001;8172;6185;5175;11507;5216;5356;,175;163;76;73;279;202;284;106;291;100;186;108;367;368;369;370;371;372;343;341;347;349;238;345;353;335;146;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0740:31;0742:31;0747:32;0749:50;0752:07;0754:25;0756:42;0759:00;0801:18;0814:15;0827:13;0840:10;0846:59;0903:02;0903:47;0904:26;0905:23;0905:55;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;460.53;462.52;467.54;469.83;472.13;474.42;476.72;479.01;481.30;494.26;507.22;520.18;527.00;543.03;543.80;544.45;545.40;545.93;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;1.90;1.99;5.02;2.29;2.29;2.29;2.29;2.29;2.29;12.96;12.96;12.96;6.81;16.04;0.77;0.65;0.95;0.53;
9,1,10,0,5577,5929,p,AM,8.83,0.0,94.7325,5.6182,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;5589;5114;5592;1;2;3;4;5;5117;1358;3000;3001;8172;6185;5175;5729;5929;,175;163;76;73;279;202;284;106;291;100;186;108;367;368;369;370;371;372;343;341;347;349;238;345;121;197;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0740:31;0742:31;0747:32;0749:50;0752:07;0754:25;0756:42;0759:00;0801:18;0814:15;0827:13;0840:10;0846:59;0903:02;0903:47;0904:15;0904:43;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;460.53;462.52;467.54;469.83;472.13;474.42;476.72;479.01;481.30;494.26;507.22;520.18;527.00;543.03;543.80;544.26;544.73;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;1.90;1.99;5.02;2.29;2.29;2.29;2.29;2.29;2.29;12.96;12.96;12.96;6.81;16.04;0.77;0.46;0.47;
10,1,11,0,5577,5119,p,AM,179.59,0.0,33.2479,4.7747,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;5589;5114;5592;1;2;3;4;5;5117;11255;5118;5727;5119;,175;163;76;73;279;202;284;106;291;100;186;108;367;368;369;370;371;372;112;318;113;191;,0730:00;0730:23;0731:09;0732:11;0732:52;0734:00;0735:03;0736:39;0737:40;0738:37;0740:31;0742:31;0747:32;0749:50;0752:07;0754:25;0756:42;0759:00;0801:18;0801:52;0802:45;0803:04;0803:14;,450.00;450.40;451.16;452.20;452.88;454.01;455.06;456.67;457.68;458.63;460.53;462.52;467.54;469.83;472.13;474.42;476.72;479.01;481.30;481.87;482.76;483.08;483.25;,0.40;0.77;1.03;0.68;1.13;1.05;1.60;1.01;0.95;1.90;1.99;5.02;2.29;2.29;2.29;2.29;2.29;2.29;0.57;0.89;0.32;0.17;
