agent_id,o_zone_id,d_zone_id,path_id,agent_type,demand_period,volume,toll,travel_time,distance,node_sequence,link_sequence,time_sequence,time_decimal_sequence,link_travel_time_sequence,
1,1,2,0,p,AM,303.93,0.0,3.5604,1.4541,5577;5436;5018;5017;11123;,175;163;76;71;,0730:00;0731:11;0732:02;0732:45;0733:33;,450.00;451.20;452.04;452.76;453.56;,1.20;0.84;0.72;0.80;
2,1,3,0,p,AM,88.07,0.0,6.4019,2.9494,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11159;,175;163;76;73;279;202;284;106;291;101;,0730:00;0731:11;0732:02;0732:45;0733:06;0733:27;0733:47;0734:16;0734:34;0734:53;0736:24;,450.00;451.20;452.04;452.76;453.11;453.46;453.78;454.27;454.58;454.88;456.40;,1.20;0.84;0.72;0.35;0.35;0.32;0.49;0.31;0.30;1.52;
3,1,3,1,p,AM,35.28,0.0,87.7771,3.9454,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;5589;5112;11159;,175;163;76;72;263;81;281;204;93;295;107;185;101;,0736:24;0737:35;0738:26;0739:09;0739:48;0740:08;0747:59;0804:41;0836:30;0851:34;0901:28;0902:07;0902:39;0904:10;,456.40;457.60;458.44;459.16;459.80;460.14;467.99;484.69;516.50;531.57;541.48;542.13;542.66;544.18;,1.20;0.84;0.72;0.64;0.34;7.85;16.69;31.82;15.07;9.91;0.65;0.53;1.52;
4,1,4,0,p,AM,1.00,0.0,7.1676,4.0067,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;11180;,175;163;76;73;279;202;284;106;291;103;299;133;137;,0730:00;0731:11;0732:02;0732:45;0733:06;0733:27;0733:47;0734:16;0734:34;0734:53;0735:16;0736:06;0736:32;0737:10;,450.00;451.20;452.04;452.76;453.11;453.46;453.78;454.27;454.58;454.88;455.28;456.11;456.54;457.17;,1.20;0.84;0.72;0.35;0.35;0.32;0.49;0.31;0.30;0.40;0.82;0.43;0.63;
5,1,4,1,p,AM,1.01,0.0,153.6002,5.0608,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;11182;11181;5211;11180;,175;163;76;72;263;81;281;204;93;295;110;303;152;156;310;307;137;,0737:10;0738:21;0739:12;0739:55;0740:34;0740:54;0748:45;0805:27;0837:16;0852:20;0902:14;0919:17;1000:20;1008:52;1009:03;1009:16;1010:08;1010:46;,457.17;458.36;459.21;459.93;460.57;460.91;468.76;485.45;517.27;532.34;542.25;559.30;600.34;608.87;609.06;609.28;610.14;610.77;,1.20;0.84;0.72;0.64;0.34;7.85;16.69;31.82;15.07;9.91;17.05;41.04;8.53;0.19;0.23;0.85;0.63;
6,1,5,0,p,AM,1.00,0.0,10.2631,4.7171,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;11282;,175;163;76;73;279;202;284;106;291;103;299;133;135;129;126;,0730:00;0731:11;0732:02;0732:45;0733:06;0733:27;0733:47;0734:16;0734:34;0734:53;0735:16;0736:06;0736:32;0737:07;0737:45;0740:15;,450.00;451.20;452.04;452.76;453.11;453.46;453.78;454.27;454.58;454.88;455.28;456.11;456.54;457.12;457.76;460.26;,1.20;0.84;0.72;0.35;0.35;0.32;0.49;0.31;0.30;0.40;0.82;0.43;0.59;0.64;2.50;
7,1,5,1,p,AM,20.17,0.0,164.9319,5.7188,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11261;5208;11282;,175;163;76;72;263;81;281;204;93;295;110;303;152;155;223;141;327;126;,0740:15;0741:27;0742:18;0743:01;0743:39;0744:00;0751:51;0808:32;0840:21;0855:25;0905:20;0922:23;1003:26;1011:57;1017:05;1021:31;1022:05;1022:41;1025:11;,460.26;461.46;462.30;463.02;463.66;464.00;471.86;488.55;520.37;535.43;545.34;562.39;603.44;611.96;617.10;621.53;622.09;622.70;625.19;,1.20;0.84;0.72;0.64;0.34;7.85;16.69;31.82;15.07;9.91;17.05;41.04;8.53;5.13;4.43;0.56;0.61;2.50;
8,1,6,0,p,AM,1.00,0.0,11.0519,5.0912,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;5238;,175;163;76;73;279;202;284;106;291;103;299;133;135;129;124;,0730:00;0731:11;0732:02;0732:45;0733:06;0733:27;0733:47;0734:16;0734:34;0734:53;0735:16;0736:06;0736:32;0737:07;0737:45;0741:03;,450.00;451.20;452.04;452.76;453.11;453.46;453.78;454.27;454.58;454.88;455.28;456.11;456.54;457.12;457.76;461.05;,1.20;0.84;0.72;0.35;0.35;0.32;0.49;0.31;0.30;0.40;0.82;0.43;0.59;0.64;3.29;
9,1,6,1,p,AM,14.19,0.0,165.7207,6.0929,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11261;5208;5238;,175;163;76;72;263;81;281;204;93;295;110;303;152;155;223;141;327;124;,0741:03;0742:14;0743:05;0743:48;0744:27;0744:47;0752:38;0809:20;0841:09;0856:13;0906:07;0923:10;1004:13;1012:45;1017:53;1022:18;1022:52;1023:29;1026:46;,461.05;462.25;463.09;463.81;464.45;464.79;472.64;489.34;521.15;536.22;546.13;563.18;604.23;612.75;617.89;622.31;622.87;623.48;626.77;,1.20;0.84;0.72;0.64;0.34;7.85;16.69;31.82;15.07;9.91;17.05;41.04;8.53;5.13;4.43;0.56;0.61;3.29;
10,1,7,1,p,AM,29.18,0.0,167.3795,5.3972,5577;5436;5018;5017;11124;5022;11147;5820;5103;11161;5114;11173;5219;5232;6256;5214;11281;,175;163;76;72;263;81;281;204;93;295;110;303;152;155;223;142;,0730:00;0731:11;0732:02;0732:45;0733:23;0733:44;0741:35;0758:17;0830:06;0845:10;0855:04;0912:07;0953:10;1001:42;1006:50;1011:15;1017:22;,450.00;451.20;452.04;452.76;453.40;453.74;461.59;478.29;510.10;525.17;535.08;552.13;593.18;601.70;606.84;611.26;617.38;,1.20;0.84;0.72;0.64;0.34;7.85;16.69;31.82;15.07;9.91;17.05;41.04;8.53;5.13;4.43;6.12;
11,1,7,0,p,AM,1.00,0.0,14.8378,5.3937,5577;5436;5018;5017;11146;5736;11148;5113;11160;5112;11172;5210;5211;5209;5208;11261;5214;11281;,175;163;76;73;279;202;284;106;291;103;299;133;135;129;125;328;142;,1017:22;1018:34;1019:25;1020:08;1020:29;1020:50;1021:09;1021:39;1021:57;1022:15;1022:39;1023:29;1023:54;1024:30;1025:08;1025:32;1026:06;1032:13;,617.38;618.58;619.42;620.14;620.49;620.84;621.16;621.65;621.96;622.26;622.66;623.49;623.92;624.50;625.14;625.55;626.10;632.22;,1.20;0.84;0.72;0.35;0.35;0.32;0.49;0.31;0.30;0.40;0.82;0.43;0.59;0.64;0.40;0.55;6.12;
